ID	Stack Overflow	Project	Category	Iteraction	Title	Description	ProcessActivity	Project Tags	Task Tags	Title Translation	Description Translation	Stack_Translated_Title	Stack_Tags	Title and Tags
19506	25636091	PTVV	NP - Corretiva de Produção	#115 - 2.10.14 - DTC Pós Prazo	[2.10.13.1] [Recepção] [Cheio] Sistema não registra ocorrência de envio de email ao criar pedido	"Ao criar um pedido recepção cheio o sistema envia email com PDF mas não registra ocorrência do envio. Basta criar um pedido recepção cheio sem IMO e sem VGM, colocar horário e finalizar."	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	detachedEntity	System does not record email sending occurrence when creating order	"When creating a request full reception the system sends email with PDF but does not record occurrence of the sending. Just create a full reception request without IMO and without VGM, set time and end."	No Results	No Results	No Results
18984	25996758	PTVV		#113 - Evolutivas DTC	[2.10.2] Erro ao subir aplicação em homol após inclusão do campo listaEmailNFSe		Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	LazyInitializationException	Error uploading test application after inclusion of list fieldEmailNFSe		No Results	No Results	No Results
18619	29174164	PTVV		#113 - Evolutivas DTC	[2.10.2] Evolutiva 39 - Inclusão de combo no campo E-mail envio NFS-e	Possibilitar informar mais de um e-mail no campo E-mail envio NFS-e ao criar pedido de retirada de DTC. Sugestão de inclusão de combo selecionável com os e-mails cadastradados nos registros da empresa.	Implement Code	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	combo; multi-selection	Inclusion of combo in the field E-mail sending NFS-e	Make it possible to enter more than one e-mail in the E-mail NFS-e field when creating a DTC withdrawal request. Suggestion of including a selectable combo with the e-mails registered in the company records.	No Results	No Results	No Results
16565	29174164	PTVV	ERRO	#107 - Branch 2.10.6	[2.10.6] [CRUD EMPRESA] Combo Tipo E-mail√ä	A combo de tipo de e-mail não está funcionando no Internet Explorer (vide anexo)	Implement Code	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	combo; multi-selection	Combo Type E-mail	The email type combo is not working in Internet Explorer (see attachment)	19 results	No Results	No Results
14446	29174164	PTVV	NP - Corretiva de Homologação	#99 - Alfandegado - Controle Documental Cargas - Entrega 1	[2.9] [Presença de Carga] Lacre	"Na tela de inclusão de presença de carga, a combo de lacres já deve trazer o lacre preenchido se só houver 1 lacre disponível para seleção. Existindo mais de 1 lacre, manter o comportamento atual (combo para seleção)."	Implement Code	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	combo; multi-selection	Seal	"In the load presence inclusion screen, the sealing combo should already bring the filled seal if there is only 1 seal available for selection. If there is more than 1 seal, maintain the current behavior (combo for selection)."	No Results	No Results	No Results
10831	29174164	PTVV	NP - Mudança de Requisito	#89 - Liberação Documental	"[Termo de Entrega] A combo de despachante deve exibir os usuários que tiverem perfil tanto de despachante quanto de cliente, mostrando primeiro os que tenham perfil de despachante."		Implement Code	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	combo;	"The dispatcher combo should display users who have both dispatcher and customer profile, first showing those with dispatcher profile."		No Results	No Results	No Results
11607	25636091	PTVV	NP - Corretiva de Homologação	#91	[Enviar Pendencia] Exception ao enviar pendencia	"criou pedido com horario mandou special stow mandou appointment mandou bloqueio    - (""Sucesso no Envio de bloqueio Manual RFB para o Navis"") - cadeado mandou desbloqueio - (""Sucesso no Envio de desbloqueio Manual RFB para o Navis"") enviou pendencia   -  (sistema exibe mensagem de erro abaixo )"	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	detachedEntity	Exception when sending pending	"(""Success in sending Manual unlocking RFB to Navis"") - sent a lock - (""Success in sending manual lock RFB to Navis"") - sent displays error message below)"	150 results	No Results	No Results
4964	25636091	PTVV	ERRO	#80 - Manter Retirada Vazio Desovado	[Reprogramar] - Erro ao reprogramar mais de uma vez um pedido	"apos reprogramacao, tentar reprogramar novamente. provocando a excecao ""detached persist"""	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	detachedEntity	Error rescheduling an order more than once	"after reprogramming, try to reprogram again. causing the exception ""detached persist"""	1 result	No Results	No Results
19369	25996758	PTVV	ERRO	#114 - 2.10.13 - Remover Aprovação de Horário Recepção	[2.10.13] [Retirada Importação] Sistema quebra após enviar email na tela de detalhes	Ocorre erro de LazyInitializationException e o sistema quebra. Basta realizar a operação em um pedido retirada importação. O erro ocorreu em um pedido DI. Os testes foram feitos com o perfil adm_sistemas.	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	LazyInitializationException	System crashes after sending email on detail screen	LazyInitializationException error occurs and the system breaks. Simply perform the operation on a withdrawn import request. The error occurred in a DI request. The tests were done with the systems admission profile.	No Results	No Results	No Results
16575	25996758	PTVV	ERRO	#107 - Branch 2.10.6	[2.10.6] [Retirada Importação] [Reprogramar] - Erro ao reprogramar pedido importação	Ocorre LazyInitializationException ao reprogramar pedido retirada importação	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	LazyInitializationException	Error rescheduling import request	LazyInitializationException Occurs When Reschedule Order Implements Import	No Results	No Results	No Results
15046	21168521	PTVV	ERRO	#100 - Controle Documental Cargas - Entrega 1	[CONTROLE DE CARGA]  Cabeçalho das colunas devem ficar bloqueadas caso o usuário role ambos os grids.	"Quando o usuario fizer scroll para consultar os documentos ou cargas, o cabeçalho deve acompanhar os dados. tal qual ocorre no excel."	Implement Code	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport		Column headers should be blocked if the user rolls both grids.	"When the user scrolls to query the documents or loads, the header must accompany the data. such as occurs in excel."	No Results	No Results	No Results
19649	2607289	PTVV	Planejada	2.11.0_Alfandegado_v1	[2.11.0] [Configuração Parâmetro Sistema] Corrigir erro ao não encontrar TipoParametroSistema para um valor no banco de dados	"Quando um novo parâmetro é criado no banco de dados mas não é inserido no ENUM, ao entrar na tela de Configuração Parâmetros Sistemas o sistema quebra. Alterar o sistema para exibir um alerta de que existem parâmetros ""desconhecidos"" no banco mas permitir o funcionamento normal da tela."	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport		Fix error while not finding SystemParameterType for a value in the database	"When a new parameter is created in the database but is not entered in ENUM, when entering the Parameters Configuration screen the system breaks. Change the system to display an alert that there are ""unknown"" parameters in the bank but allow the normal operation of the screen."	No Results	No Results	No Results
20243	11345926	PTVV	NP - Corretiva de Homologação	2.10.16 - Evolutivas Recepção	[2.10.15] - Corrigir erro de timeout ao tentar buscar arquivos edi no ftp	Ler documentação do camel ftp para tentar encontrar uma solução. *OBS (DSV): Adicionei um parâmetro na conexão do FTPConsomeEdiCoparnRouter passando a conexão para o modo passivo.* *https://stackoverflow.com/questions/11345926/apache-camel-failing-ftp-component* *http://slacksite.com/other/ftp.html*	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport		Fix timeout error when trying to fetch edited files on ftp	Read camel ftp documentation to try to find a solution. * OBS (DSV): I added a parameter in the FTPConsomeEdiCoparnRouter connection passing the connection to the passive mode. * * Https: //stackoverflow.com/questions/11345926/apache-camel-failing-ftp-component* * http: // slacksite.com/other/ftp.html*	No Results	No Results	No Results
21146	25472378	Sisccon Legado	NP - Evolutiva de Produção	Atendimento 11/2017	Alterar a validação do formato das OS e Booking no Ecargo.	Houve uma mudança no formato das OS e Bookings no ECargo e é preciso alterar a validação que é feita SISCCON.	Implement Code	oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport		Change the validation of the OS and Booking format in Ecargo.	There has been a change in the format of the OS and Bookings in the ECargo and it is necessary to change the validation that is made SISCCON.	No Results	No Results	No Results
20810	28117615	Visão RFB	Planejada	Atendimento 12/2017	Resolver problemas de integração de dados GTVV		Error	java; mongodb; oracle; angular; spring; hql; apache-camel; activemq; oracle; sybase		Troubleshoot GTVV data integration issues		No Results	No Results	No Results
21220	13944222	Visão RFB	NP - Evolutiva de produção	Atendimento 12/2017	Incidente 207052 √ê Data/Hora de escaneamento e Gate In...	Incidente 207052 √ê Data/Hora de escaneamento e Gate In estão iguais e não deveriam pois o escaneamento não acontece no momento do Gate In. Os campos são AcessoVeiculo.Data de Entrada e Imagem.Data de Captura.	Implement Code	java; mongodb; oracle; angular; spring; hql; apache-camel; activemq; oracle; sybase		Date / Time of scan and Gate In ...	Incident 207052 Date / Time of Scan and Gate In are the same and should not because the scanning does not happen at the time of the Gate In. The fields are AccessViculo. Data of Input and Image. Data of Capture.	No Results	No Results	No Results
21221	15549931	Visão RFB	NP - Evolutiva de produção	Atendimento 12/2017	Incidente 207059 √ê Quando o campo Ocorrencia.pesoDiferenca é inserido na consulta...	Incidente 207059 √ê Quando o campo Ocorrencia.pesoDiferenca é inserido na consulta o campo Carga.Identificador de Carga passa a ser retornado em branco.	Implement Code	java; mongodb; oracle; angular; spring; hql; apache-camel; activemq; oracle; sybase		When the Ocorrencia.pesoDiferenca field is inserted in the query ...	Incident 207059 When the Ocorrencia.pesoDiferenca field is inserted in the query the Load field.Feed Identifier is returned in blank.	No Results	No Results	No Results
19453	38510879	Arquitetura	Planejada	Set-Dez 2017	Instalar e configurar Sonarqube nos projetos da Login		Architecture	Sonar; sonarqube; devops; jenkins; nexus;		Install and configure Sonarqube in Login projects		2 results	No Results	2 results
19989	25098307	Migração JBoss		Migração Integrações	Suporte configuração e deploy das integrações no JBoss		Manage integrations	jboss; apache-camel; log4j		Support configuration and deployment of integrations in JBoss		15 results	9 results	No Results
20729	25636091	PTVV	NP - Corretiva de Homologação	2.10.16 - Evolutivas Recepção	[2.10.16] [RECEPÇ√åO CHEIO] Erros ao complementar Nota Fiscal	") Sistema exibe mensagem de ""Pedido Reprogramado com Sucesso"" ao inserir notas fiscais e pedido ficar PROGRAMADO 2) Erro de LazyInitializationException ou DetachedEntity ao alterar notas fiscais (associar, incluir, desassociair nota) 3) Erro ao acessar a tela de notas fiscais pela tela de detalhes de um pedido, incluir notas para que o pedido fique PROGRAMADO, retornar para e tela de detalhes e reprogramar o pedido."	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	detached entity	Errors while completing Invoice	") System displays ""Request Rescheduled successfully"" message when inserting invoices and request to be SCHEDULED 2) LazyInitializationException or DetachedEntity error when changing invoices (associate, include, disassociate note) 3) Error when accessing invoices screen by screen of order details, include notes for the order to be SCHEDULED, return to and details screen, and reschedule the order."	19 results	No Results	No Results
19965	25636091	PTVV	Planejada	2.10.17 - Evolutivas Retirada DI	[2.10.17] Apontamento 23 - Não houve envio de bloqueio manual ao Navis (Retirada de DI)	"Durante o processo de tratativas do pedido 1720000287 do contêiner ZCSU8598748, o Perfil Fiel depositário utilizou a função de bloqueio manual para este pedido, porém não foi incluído o bloqueio do Navis BLOQUEIO MANUAL DE RETIRADA DE CONT√¶INER."	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	detached entity	No manual block was sent to Navis (ID withdrawal)	"During the process of processing 1720000287 of container ZCSU8598748, the Faithful Depositary Profile used the manual lock function for this request, but the Navis lock was not included. MANUAL REMOVAL OF CONTÖINTER."	No Results	No Results	No Results
17235	25636091	PTVV	Planejada	#109 - Retirada	[2.10.8] [Recepção Cheio] Erro ao adicionar contêiner além da quantidade disponível no booking	"O sistema apresentará um erro de nullpointer ao tentar adicionar o contêiner acima da capacidade do booking (no passo 4) e ao finalizar o pedido, apresentará o erro de ""detached entity"""	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	detached entity	Error adding container in addition to amount available in booking	"The system will display a nullpointer error when you try to add the container above the booking capability (in step 4), and at the end of the request, it will display the ""detached entity"""	No Results	No Results	No Results
10796	25636091	PTVV	Erro	#89 - Liberação Documental	"[Suspensão da Liberação] Ao suspender liberação em lote, o sistema exibe mensagem abaixo,"	"14:42:19,296 ERROR [retirada] org.hibernate.PersistentObjectException: detached entity passed to persist: br.com.loginlogistica.tvv.entity.OcorrenciaPedido"	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	detached entity	"When suspending batch release, the system displays message below,"	"14:42:19,296 ERROR [withdrawal] org.hibernate.PersistentObjectException: detached entity passed to persist: br.com.loginlogistica.tvv.entity. OccurrenceRequested"	No Results	No Results	No Results
18769	25996758	PTVV		2.11.0 - Alfandegado V1	[TRUNK] [Retirada DTC] LazyException ao carregar emails ao Liberar pagamento	Erro ao carregar destinatarios para envio de confirmacao de liberacao de pagamento	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	LazyInitializationException	LazyException when uploading emails when Release payment	Error loading recipients to send payment receipt confirmation	No Results	No Results	No Results
11512	25996758	PTVV	ERRO	#91	[Reprogramar Pedido DTC Manual] - Erro ao reprogramar pedido.	"14:58:46,363 ERROR [org.hibernate.LazyInitializationException] could not initialize proxy - no Session"	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	LazyInitializationException	Error rescheduling request.	"14: 58: 46,363 ERROR [org.hibernate.LazyInitializationException] could not initialize proxy - no Session"	27 results	No Results	No Results
19506	25636091	PTVV	NP - Corretiva de Produção	#115 - 2.10.14 - DTC Pós Prazo	[2.10.13.1] [Recepção] [Cheio] Sistema não registra ocorrência de envio de email ao criar pedido	"Ao criar um pedido recepção cheio o sistema envia email com PDF mas não registra ocorrência do envio. Basta criar um pedido recepção cheio sem IMO e sem VGM, colocar horário e finalizar."	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	detachedEntity	System does not record email sending occurrence when creating order	"When creating a request full reception the system sends email with PDF but does not record occurrence of the sending. Just create a full reception request without IMO and without VGM, set time and end."	No Results	No Results	No Results
18984	25996758	PTVV		#113 - Evolutivas DTC	[2.10.2] Erro ao subir aplicação em homol após inclusão do campo listaEmailNFSe		Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	LazyInitializationException	Error uploading test application after inclusion of list fieldEmailNFSe		No Results	No Results	No Results
18619	29174164	PTVV		#113 - Evolutivas DTC	[2.10.2] Evolutiva 39 - Inclusão de combo no campo E-mail envio NFS-e	Possibilitar informar mais de um e-mail no campo E-mail envio NFS-e ao criar pedido de retirada de DTC. Sugestão de inclusão de combo selecionável com os e-mails cadastradados nos registros da empresa.	Implement Code	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	combo; multi-selection	Inclusion of combo in the field E-mail sending NFS-e	Make it possible to enter more than one e-mail in the E-mail NFS-e field when creating a DTC withdrawal request. Suggestion of including a selectable combo with the e-mails registered in the company records.	No Results	No Results	No Results
16565	29174164	PTVV	ERRO	#107 - Branch 2.10.6	[2.10.6] [CRUD EMPRESA] Combo Tipo E-mail√ä	A combo de tipo de e-mail não está funcionando no Internet Explorer (vide anexo)	Implement Code	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	combo; multi-selection	Combo Type E-mail	The email type combo is not working in Internet Explorer (see attachment)	19 results	No Results	No Results
14446	29174164	PTVV	NP - Corretiva de Homologação	#99 - Alfandegado - Controle Documental Cargas - Entrega 1	[2.9] [Presença de Carga] Lacre	"Na tela de inclusão de presença de carga, a combo de lacres já deve trazer o lacre preenchido se só houver 1 lacre disponível para seleção. Existindo mais de 1 lacre, manter o comportamento atual (combo para seleção)."	Implement Code	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	combo; multi-selection	Seal	"In the load presence inclusion screen, the sealing combo should already bring the filled seal if there is only 1 seal available for selection. If there is more than 1 seal, maintain the current behavior (combo for selection)."	No Results	No Results	No Results
10831	29174164	PTVV	NP - Mudança de Requisito	#89 - Liberação Documental	"[Termo de Entrega] A combo de despachante deve exibir os usuários que tiverem perfil tanto de despachante quanto de cliente, mostrando primeiro os que tenham perfil de despachante."		Implement Code	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	combo;	"The dispatcher combo should display users who have both dispatcher and customer profile, first showing those with dispatcher profile."		No Results	No Results	No Results
11607	25636091	PTVV	NP - Corretiva de Homologação	#91	[Enviar Pendencia] Exception ao enviar pendencia	"criou pedido com horario mandou special stow mandou appointment mandou bloqueio    - (""Sucesso no Envio de bloqueio Manual RFB para o Navis"") - cadeado mandou desbloqueio - (""Sucesso no Envio de desbloqueio Manual RFB para o Navis"") enviou pendencia   -  (sistema exibe mensagem de erro abaixo )"	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	detachedEntity	Exception when sending pending	"(""Success in sending Manual unlocking RFB to Navis"") - sent a lock - (""Success in sending manual lock RFB to Navis"") - sent displays error message below)"	150 results	No Results	No Results
4964	25636091	PTVV	ERRO	#80 - Manter Retirada Vazio Desovado	[Reprogramar] - Erro ao reprogramar mais de uma vez um pedido	"apos reprogramacao, tentar reprogramar novamente. provocando a excecao ""detached persist"""	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	detachedEntity	Error rescheduling an order more than once	"after reprogramming, try to reprogram again. causing the exception ""detached persist"""	1 result	No Results	No Results
19369	25996758	PTVV	ERRO	#114 - 2.10.13 - Remover Aprovação de Horário Recepção	[2.10.13] [Retirada Importação] Sistema quebra após enviar email na tela de detalhes	Ocorre erro de LazyInitializationException e o sistema quebra. Basta realizar a operação em um pedido retirada importação. O erro ocorreu em um pedido DI. Os testes foram feitos com o perfil adm_sistemas.	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	LazyInitializationException	System crashes after sending email on detail screen	LazyInitializationException error occurs and the system breaks. Simply perform the operation on a withdrawn import request. The error occurred in a DI request. The tests were done with the systems admission profile.	No Results	No Results	No Results
16575	25996758	PTVV	ERRO	#107 - Branch 2.10.6	[2.10.6] [Retirada Importação] [Reprogramar] - Erro ao reprogramar pedido importação	Ocorre LazyInitializationException ao reprogramar pedido retirada importação	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	LazyInitializationException	Error rescheduling import request	LazyInitializationException Occurs When Reschedule Order Implements Import	No Results	No Results	No Results
15046	21168521	PTVV	ERRO	#100 - Controle Documental Cargas - Entrega 1	[CONTROLE DE CARGA]  Cabeçalho das colunas devem ficar bloqueadas caso o usuário role ambos os grids.	"Quando o usuario fizer scroll para consultar os documentos ou cargas, o cabeçalho deve acompanhar os dados. tal qual ocorre no excel."	Implement Code	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport		Column headers should be blocked if the user rolls both grids.	"When the user scrolls to query the documents or loads, the header must accompany the data. such as occurs in excel."	No Results	No Results	No Results
19649	2607289	PTVV	Planejada	2.11.0_Alfandegado_v1	[2.11.0] [Configuração Parâmetro Sistema] Corrigir erro ao não encontrar TipoParametroSistema para um valor no banco de dados	"Quando um novo parâmetro é criado no banco de dados mas não é inserido no ENUM, ao entrar na tela de Configuração Parâmetros Sistemas o sistema quebra. Alterar o sistema para exibir um alerta de que existem parâmetros ""desconhecidos"" no banco mas permitir o funcionamento normal da tela."	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport		Fix error while not finding SystemParameterType for a value in the database	"When a new parameter is created in the database but is not entered in ENUM, when entering the Parameters Configuration screen the system breaks. Change the system to display an alert that there are ""unknown"" parameters in the bank but allow the normal operation of the screen."	No Results	No Results	No Results
20243	11345926	PTVV	NP - Corretiva de Homologação	2.10.16 - Evolutivas Recepção	[2.10.15] - Corrigir erro de timeout ao tentar buscar arquivos edi no ftp	Ler documentação do camel ftp para tentar encontrar uma solução. *OBS (DSV): Adicionei um parâmetro na conexão do FTPConsomeEdiCoparnRouter passando a conexão para o modo passivo.* *https://stackoverflow.com/questions/11345926/apache-camel-failing-ftp-component* *http://slacksite.com/other/ftp.html*	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport		Fix timeout error when trying to fetch edited files on ftp	Read camel ftp documentation to try to find a solution. * OBS (DSV): I added a parameter in the FTPConsomeEdiCoparnRouter connection passing the connection to the passive mode. * * Https: //stackoverflow.com/questions/11345926/apache-camel-failing-ftp-component* * http: // slacksite.com/other/ftp.html*	No Results	No Results	No Results
21146	25472378	Sisccon Legado	NP - Evolutiva de Produção	Atendimento 11/2017	Alterar a validação do formato das OS e Booking no Ecargo.	Houve uma mudança no formato das OS e Bookings no ECargo e é preciso alterar a validação que é feita SISCCON.	Implement Code	oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport		Change the validation of the OS and Booking format in Ecargo.	There has been a change in the format of the OS and Bookings in the ECargo and it is necessary to change the validation that is made SISCCON.	No Results	No Results	No Results
20810	28117615	Visão RFB	Planejada	Atendimento 12/2017	Resolver problemas de integração de dados GTVV		Error	java; mongodb; oracle; angular; spring; hql; apache-camel; activemq; oracle; sybase		Troubleshoot GTVV data integration issues		No Results	No Results	No Results
21220	13944222	Visão RFB	NP - Evolutiva de produção	Atendimento 12/2017	Incidente 207052 √ê Data/Hora de escaneamento e Gate In...	Incidente 207052 √ê Data/Hora de escaneamento e Gate In estão iguais e não deveriam pois o escaneamento não acontece no momento do Gate In. Os campos são AcessoVeiculo.Data de Entrada e Imagem.Data de Captura.	Implement Code	java; mongodb; oracle; angular; spring; hql; apache-camel; activemq; oracle; sybase		Date / Time of scan and Gate In ...	Incident 207052 Date / Time of Scan and Gate In are the same and should not because the scanning does not happen at the time of the Gate In. The fields are AccessViculo. Data of Input and Image. Data of Capture.	No Results	No Results	No Results
21221	15549931	Visão RFB	NP - Evolutiva de produção	Atendimento 12/2017	Incidente 207059 √ê Quando o campo Ocorrencia.pesoDiferenca é inserido na consulta...	Incidente 207059 √ê Quando o campo Ocorrencia.pesoDiferenca é inserido na consulta o campo Carga.Identificador de Carga passa a ser retornado em branco.	Implement Code	java; mongodb; oracle; angular; spring; hql; apache-camel; activemq; oracle; sybase		When the Ocorrencia.pesoDiferenca field is inserted in the query ...	Incident 207059 When the Ocorrencia.pesoDiferenca field is inserted in the query the Load field.Feed Identifier is returned in blank.	No Results	No Results	No Results
19453	38510879	Arquitetura	Planejada	Set-Dez 2017	Instalar e configurar Sonarqube nos projetos da Login		Architecture	Sonar; sonarqube; devops; jenkins; nexus;		Install and configure Sonarqube in Login projects		2 results	No Results	2 results
19989	25098307	Migração JBoss		Migração Integrações	Suporte configuração e deploy das integrações no JBoss		Manage integrations	jboss; apache-camel; log4j		Support configuration and deployment of integrations in JBoss		15 results	9 results	No Results
20729	25636091	PTVV	NP - Corretiva de Homologação	2.10.16 - Evolutivas Recepção	[2.10.16] [RECEPÇ√åO CHEIO] Erros ao complementar Nota Fiscal	") Sistema exibe mensagem de ""Pedido Reprogramado com Sucesso"" ao inserir notas fiscais e pedido ficar PROGRAMADO 2) Erro de LazyInitializationException ou DetachedEntity ao alterar notas fiscais (associar, incluir, desassociair nota) 3) Erro ao acessar a tela de notas fiscais pela tela de detalhes de um pedido, incluir notas para que o pedido fique PROGRAMADO, retornar para e tela de detalhes e reprogramar o pedido."	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	detached entity	Errors while completing Invoice	") System displays ""Request Rescheduled successfully"" message when inserting invoices and request to be SCHEDULED 2) LazyInitializationException or DetachedEntity error when changing invoices (associate, include, disassociate note) 3) Error when accessing invoices screen by screen of order details, include notes for the order to be SCHEDULED, return to and details screen, and reschedule the order."	19 results	No Results	No Results
19965	25636091	PTVV	Planejada	2.10.17 - Evolutivas Retirada DI	[2.10.17] Apontamento 23 - Não houve envio de bloqueio manual ao Navis (Retirada de DI)	"Durante o processo de tratativas do pedido 1720000287 do contêiner ZCSU8598748, o Perfil Fiel depositário utilizou a função de bloqueio manual para este pedido, porém não foi incluído o bloqueio do Navis BLOQUEIO MANUAL DE RETIRADA DE CONT√¶INER."	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	detached entity	No manual block was sent to Navis (ID withdrawal)	"During the process of processing 1720000287 of container ZCSU8598748, the Faithful Depositary Profile used the manual lock function for this request, but the Navis lock was not included. MANUAL REMOVAL OF CONTÖINTER."	No Results	No Results	No Results
17235	25636091	PTVV	Planejada	#109 - Retirada	[2.10.8] [Recepção Cheio] Erro ao adicionar contêiner além da quantidade disponível no booking	"O sistema apresentará um erro de nullpointer ao tentar adicionar o contêiner acima da capacidade do booking (no passo 4) e ao finalizar o pedido, apresentará o erro de ""detached entity"""	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	detached entity	Error adding container in addition to amount available in booking	"The system will display a nullpointer error when you try to add the container above the booking capability (in step 4), and at the end of the request, it will display the ""detached entity"""	No Results	No Results	No Results
10796	25636091	PTVV	Erro	#89 - Liberação Documental	"[Suspensão da Liberação] Ao suspender liberação em lote, o sistema exibe mensagem abaixo,"	"14:42:19,296 ERROR [retirada] org.hibernate.PersistentObjectException: detached entity passed to persist: br.com.loginlogistica.tvv.entity.OcorrenciaPedido"	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	detached entity	"When suspending batch release, the system displays message below,"	"14:42:19,296 ERROR [withdrawal] org.hibernate.PersistentObjectException: detached entity passed to persist: br.com.loginlogistica.tvv.entity. OccurrenceRequested"	No Results	No Results	No Results
18769	25996758	PTVV		2.11.0 - Alfandegado V1	[TRUNK] [Retirada DTC] LazyException ao carregar emails ao Liberar pagamento	Erro ao carregar destinatarios para envio de confirmacao de liberacao de pagamento	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	LazyInitializationException	LazyException when uploading emails when Release payment	Error loading recipients to send payment receipt confirmation	No Results	No Results	No Results
11512	25996758	PTVV	ERRO	#91	[Reprogramar Pedido DTC Manual] - Erro ao reprogramar pedido.	"14:58:46,363 ERROR [org.hibernate.LazyInitializationException] could not initialize proxy - no Session"	Error	sybase; oracle; jenkins; hibernate; java; seam; jsf; jsf-1.2; richfaces; jpa; poi; jasperreport	LazyInitializationException	Error rescheduling request.	"14: 58: 46,363 ERROR [org.hibernate.LazyInitializationException] could not initialize proxy - no Session"	27 results	No Results	No Results
